ncppb_number	current_name_raw	canonical_name	name_as_received	alternative_names	expected_genus	expected_taxid	host	country	other_references_raw	catalogue_url	source_snapshot_sha256	record_html_start	record_html_end
NCPPB 488	Xanthomonas axonopodis pv. ricini (Yoshi & Takimoto 1928) Vauterin et al. 1995	Xanthomonas axonopodis	X. ricinicola.	Xanthomonas campestris pv. ricini (Yoshi & T akimoto 1928) Dye 1978	Xanthomonas		Ricinus communis	India	"This isolate is also in the collections; ICPB XR101, ATCC 11767, LMG 7441, ICMP 248
The source of this isolate was ex M.K. Patel"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=488		239366	242910
NCPPB 490	Xanthomonas citri pv. mangiferaeindicae (Patel et al. 1948) Constantin et al. 2016 comb. nov.	Xanthomonas citri			Xanthomonas		Mangifera indica (Mango)	India	"The donor reference is 18
This isolate is also in the collections; ATCC 11637, ICMP 5740, LMG 941, CFBP 1716
This isolate was isolated by M.K. Patel
The source of this isolate was ex ICPB PM114 ex M.K. Patel"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=490		242910	245863
NCPPB 509	Xanthomonas vesicatoria (ex Doidge 1920) Vauterin et al. 1995	Xanthomonas vesicatoria	Xanthomonas vesicatoria (Doidge 1920) Dowson 1939	Xanthomonas campestris pv. vesicatoria (Doidge 1920) Dye 1978	Xanthomonas		Solanum lycopersicum	Zimbabwe	"The donor reference is 391
This isolate is also in the collections; LMG 919
This isolate was isolated by ex A. Rothwell"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=509		245863	249188
NCPPB 510	Xanthomonas albilineans (Ashby 1929) Dowson 1943	Xanthomonas albilineans	Xanthomonas albilineans		Xanthomonas		Saccharum officinarum	Mauritius	"The donor reference is 392
This isolate was isolated by ex G. Orian"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=510		249188	251918
NCPPB 526	Xanthomonas albilineans (Ashby 1929) Dowson 1943	Xanthomonas albilineans	Xanthomonas albilineans		Xanthomonas		Saccharum officinarum	St Lucia	"The donor reference is 412
This isolate was isolated by ex J.A. Spence XAS/L"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=526		251918	254656
NCPPB 528	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	Xanthomonas campestris	Xanthomonas campestris (Pammel 1895) Dowson 1939		Xanthomonas		Brassica oleracea var. gemmifera	UK	"This isolate is also in the collections; ICMP 13, ATCC 33913, LMG 568, CIP 100069
This isolate was isolated by E. Billing P25"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=528		254656	257739
NCPPB 529	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	Xanthomonas campestris	Xanthomonas campestris (Pammel 1895) Dowson 1939		Xanthomonas		Brassica oleracea var. capitata	UK	This isolate was isolated by E. Billing P33/1	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=529		257739	260735
NCPPB 535	Xanthomonas axonopodis pv. ricini (Yoshi & Takimoto 1928) Vauterin et al. 1995	Xanthomonas axonopodis	Xanthomonas ricini (Yoshi & T akimoto 1928) Dowson 1939	Xanthomonas campestris pv. ricini (Yoshi & T akimoto 1928) Dye 1978	Xanthomonas		Ricinus communis	Sudan	This isolate was isolated by K.A. Sabet Ric 3	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=535		260735	264233
NCPPB 536	Xanthomonas axonopodis pv. khayae (Sabet 1959) Vauterin et al. 1995	Xanthomonas axonopodis	Xanthomonas khayae Sabet 1959	Xanthomonas campestris pv. khayae (Sabet 1959) Dye 1978	Xanthomonas		Khaya senegalensis (mahogany)	Sudan	"This isolate is also in the collections; ICMP 671, LMG 753
This isolate was isolated by K.A. Sabet Khl"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=536		264233	267531
NCPPB 554	Xanthomonas citri pv. glycines (Nakano 1919) Constantin et al. 2016 comb. nov.	Xanthomonas citri	X. phaseoli var. sojense	Xanthomonas campestris pv. glycines (Nakano 1919) Dye 1978	Xanthomonas		Glycine max	Sudan	"This isolate is also in the collections; ICMP 5732, LMG 712, CFBP 2526. ATCC 43911
This isolate was isolated by K.A. Sabet Soy 1"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=554		267531	270853
NCPPB 555	Xanthomonas citri pv. vignicola (Burkholder 1944) Constantin et al. 2016 comb. nov.	Xanthomonas citri	X. vignicola Burkholder 1944	Xanthomonas campestris pv. vignicola (Burkholder 1944) Dye 1978	Xanthomonas		Vigna unguiculata	Sudan	This isolate was isolated by K.A. Sabet Vig 5	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=555		270853	274100
NCPPB 556	Xanthomonas axonopodis Starr & Garcés 1950	Xanthomonas axonopodis	Xanthomonas phaseoli (Smith 1897) Dowson 1939	Xanthomonas campestris pv. phaseoli (Smith 1897) Dye 1978	Xanthomonas		Dolichos lablab	Sudan	This isolate was isolated by K.A. Sabet Dol S	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=556		274100	277625
NCPPB 557	Xanthomonas axonopodis (Smith 1897) Vauterin et al.1995	Xanthomonas axonopodis	Xanthomonas phaseoli (Smith 1897) Dowson 1939	Xanthomonas campestris pv. phaseoli (Smith 1897) Dye 1978	Xanthomonas		Dolichos lablab	Sudan	This isolate was isolated by K.A. Sabet Dol W	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=557		277625	281163
NCPPB 570	Xanthomonas campestris pv. amaranthicola (Patel et al. 1952) Dye 1978	Xanthomonas campestris			Xanthomonas		Amaranthus viridis	India	"This isolate is also in the collections; ATCC 11645, ICMP 441, LMG 498
The source of this isolate was ex M.K. Patel 16"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=570		281163	283710
NCPPB 571	Xanthomonas campestris pv. badrii (Patel et al.1950) Dye 1978	Xanthomonas campestris			Xanthomonas		Xanthium strumarium	India	"This isolate is also in the collections; ATCC 11672, ICMP 571, LMG 546
This isolate was isolated by M.K. Patel 4"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=571		283710	286245
NCPPB 573	Xanthomonas axonopodis pv. cajani (Kulkarni et al. 1950) Vauterin et al. 1995	Xanthomonas axonopodis	Xanthomonas cajani	Xanthomonas campestris pv. cajani (Kulkarni et al. 1950) Dye 1978	Xanthomonas		Cajanus cajan	India	"This isolate is also in the collections; ATCC 11639, ICMP 444, LMG 558
The source of this isolate was ex M.K. Patel 5"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=573		286245	289550
NCPPB 575	Xanthomonas euvesicatoria pv. clerodendri (Patel et al. 1952) Harrison et al. 2023	Xanthomonas euvesicatoria			Xanthomonas		Clerodendron sp	India	"This isolate is also in the collections; ATCC 11676, ICMP 445, CIP 106789, LMG 684, DSMZ 13067, CCUG 43811
The source of this isolate was ex M.K. Patel 10"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=575		289550	292143
NCPPB 577	Xanthomonas axonopodis pv. desmodiigangetici (Patel & Moniz 1948) Vauterin et al. 1995	Xanthomonas axonopodis	Xanthomonas desmodiigangetici Patel & Moniz 1948	Xanthomonas campestris pv. desmodiigangetici ( Patel & Moniz 1948) Dye 1978	Xanthomonas		Desmodium gangeticum	India	"This isolate is also in the collections; ATCC 11671, ICMP 577, LMG 693
The source of this isolate was ex M.K. Patel 3"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=577		292143	295831
NCPPB 578	Xanthomonas euvesicatoria pv. erythrinae (Patel et al. 1952) Constantin et al. 2016 comb. nov.	Xanthomonas euvesicatoria	Xanthomonas erythrinae	Xanthomonas campestris pv. erythrinae (Patel et al. 1952) Dye 1978	Xanthomonas		Erythrina indica	India	"This isolate is also in the collections; ATCC 11679, ICMP 446, LMG 698
The source of this isolate was ex M.K. Patel 17"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=578		295831	299162
NCPPB 579	Xanthomonas euvesicatoria pv. lawsoniae (Patel et al. 1951) Harrison et al. 2023	Xanthomonas euvesicatoria			Xanthomonas		Lawsonia inermis	India	"This isolate is also in the collections; ATCC 11674, ICMP 319, LMG 756
The source of this isolate was ex M.K. Patel 8"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=579		299162	301717
NCPPB 581	Xanthomonas axonopodis pv. poinsettiicola (Patel et al. 1951) Vauterin et al. 1995	Xanthomonas axonopodis	Xanthomonas poinsettiicola Patel et al. 1951	Xanthomonas campestris pv. poinsettiicola (Patel et al. 1951) Dye 1978	Xanthomonas		Euphorbia pulcherrima	India	"This isolate is also in the collections; ATCC 11643, ICMP 5779, LMG 849, CFBP 7277
The source of this isolate was ex M.K. Patel 12"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=581		301717	305406
NCPPB 582	Xanthomonas citri pv. sesbaniae (Patel et al. 1952) Constantin et al. 2016 comb. nov.	Xanthomonas citri	Xanthomonas sesbaniae Patel et al. 1952	Xanthomonas campestris pv. sesbaniae (Patel et al. 1952) Dye 1978	Xanthomonas		Sesbania aegyptiaca (Egyptian riverhemp)	Unknown	"This isolate is also in the collections; ATCC 11675, ICMP 367, LMG 867
This isolate was isolated by M.K. Patel
The source of this isolate was ex M.K. Patel 9"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=582		305406	308813
NCPPB 584	Xanthomonas axonopodis pv. tamarindi (Patel et al. 1951) Vauterin et al. 1995	Xanthomonas axonopodis	Xanthomonas tamarindi Patel et al. 1951	Xanthomonas campestris pv. tamarindi (Patel et al. 1951) Dye 1978	Xanthomonas		Tamarindus indica	India	"This isolate is also in the collections; ATCC 11673, ICMP 572, LMG 995, CCUG 15850
The source of this isolate was ex M.K. Patel 7"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=584		308813	312483
NCPPB 585	Xanthomonas citri pv. trichodesmae (Patel et al.1952) Harrison et al. 2023	Xanthomonas citri			Xanthomonas		Trichodesma zeylanicum	India	"This isolate is also in the collections; ATCC 11678, ICMP 5754, LMG 874
This isolate was isolated by ex M.K. Patel 15"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=585		312483	315039
NCPPB 586	Xanthomonas euvesicatoria pv. uppalii (Patel 1948) Harrison et al. 2023	Xanthomonas euvesicatoria			Xanthomonas		Ipomoea muricata	India	"This isolate is also in the collections; ATCC 11641, ICMP 5756, LMG 893
The source of this isolate was ex M.K. Patel 2"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=586		315039	317586
NCPPB 599	Xanthomonas hyacinthi (Wakker 1883) Vauterin et al. 1995	Xanthomonas hyacinthi	Xanthomonas hyacinthi	Xanthomonas campestris pv. hyacinthi (Wakker 1883) Dye 1978	Xanthomonas		Hyacinthus orientalis	Netherlands	"The donor reference is Y6
This isolate is also in the collections; ATCC 193314, ICMP 189, DSM 19077, CFBP 1156, LMG 739
The source of this isolate was ex E. van Slogteren"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=599		317586	320931
NCPPB 614	Xanthomonas citri pv. malvacearum (Smith 1901) Schaad et al. 2007	Xanthomonas citri	Xanthomonas malvacearum (Smith 1901) Dowson 1939	Xanthomonas campestris pv. malvacearum (Smith 1901) Dye 1978	Xanthomonas				The source of this isolate was ex L.S. Bird 52-3	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=614		320931	324047
NCPPB 631	Xanthomonas euvesicatoria pv. sesami (Sabet & Dowson 1960) Constantin et al. 2016 comb. nov.	Xanthomonas euvesicatoria			Xanthomonas		Sesamum indicum	Sudan	"This isolate is also in the collections; ICMP 621, LMG 865
This isolate was isolated by ex K.A. Sabet"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=631		324047	326598
NCPPB 633	Xanthomonas citri pv. malvacearum (Smith 1901) Constantin et al. 2016 comb. nov.	Xanthomonas citri	Xanthomonas malvacearum (Smith 1901) Dowson 1939	Xanthomonas campestris pv. malvacearum (Smith 1901) Dye 1978	Xanthomonas		Gossypium sp	Sudan	"The donor reference is 222M
This isolate is also in the collections; ICMP 5739, LMG 761, CFBP 2530
This isolate was isolated by ex F.T. Last M2519"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=633		326598	330282
NCPPB 634	Xanthomonas citri pv. malvacearum (Smith 1901) Constantin et al. 2016 comb. nov.	Xanthomonas citri	Xanthomonas malvacearum (Smith 1901) Dowson 1939	Xanthomonas campestris pv. malvacearum (Smith 1901) Dye 1978	Xanthomonas		Gossypium sp.	Sudan	"The donor reference is 223S
This isolate was isolated by ex F. T. Last S2519"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=634		330282	333892
NCPPB 637	Xanthomonas axonopodis pv. cyamopsidis (Patel et al.1953) Vauterin et al. 1995	Xanthomonas axonopodis	X. cyamophagus	Xanthomonas campestris pv. cyamopsidis (Patel et al.1953) Dye 1978	Xanthomonas		Cyamopsis tetragonolobus	India	"The donor reference is 76200
This isolate is also in the collections; ICMP 616, LMG 691
This isolate was isolated by ex M.K. Patel
The source of this isolate was ex M.V. Desai"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=637		333892	337272
NCPPB 638	Xanthomonas citri pv. vignicola (Burkholder 1944) Constantin et al. 2016 comb. nov.	Xanthomonas citri	X. vignicola. Burkholder 1944	Xanthomonas campestris pv. vignicola (Burkholder 1944) Dye 1978	Xanthomonas		Vigna sinensis	Zimbabwe	"The donor reference is 76537
This isolate is also in the collections; CFBP 7110
This isolate was isolated by ex A. Rothwell"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=638		337272	340606
NCPPB 642	Xanthomonas hortorum pv. hederae (Arnaud 1920) Vauterin et al. 1995	Xanthomonas hortorum	Xanthomonas hederae	Xanthomonas campestris pv. hederae (Arnaud 1920) Dye 1978	Xanthomonas		Hedera helix.	Denmark	"The donor reference is 423
This isolate was isolated by ex E. Hellmers"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=642		340606	343849
NCPPB 645	Xanthomonas axonopodis pv. cassiae (Kulkarni et al. 1951) Vauterin et al. 1995	Xanthomonas axonopodis	Xanthomonas cassiae	Xanthomonas campestris pv. cassiae (Kulkarni et al. 1951) Dye 1978	Xanthomonas		Cassia acutifolia	Sudan	This isolate was isolated by K.A. Sabet Cas 2	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=645		343849	347085
NCPPB 646	Xanthomonas axonopodis pv. khayae (Sabet 1959) Vauterin et al. 1995	Xanthomonas axonopodis	Xanthomonas khayae Sabet 1959	Xanthomonas campestris pv. khayae (Sabet 1959) Dye 1978	Xanthomonas		Khaya senegalensis (mahogany)	Sudan	This isolate was isolated by K.A. Sabet Kh2	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=646		347085	350319
NCPPB 647	Xanthomonas euvesicatoria pv. sesami (Sabet & Dowson 1960) Constantin et al. 2016 comb. nov.	Xanthomonas euvesicatoria			Xanthomonas		Sesamum indicum	Sudan	This isolate was isolated by K.A. Sabet Ses 9	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=647		350319	352809
NCPPB 648	Xanthomonas euvesicatoria pv. alfalfae (ex Riker et al. 1935) Constantin et al. 2016 comb. nov.	Xanthomonas euvesicatoria	Xanthomonas alfalfae	Xanthomonas campestris pv. alfalfae (Riker et al. 1935) Dye 1978	Xanthomonas		Medicago sativa	Sudan	This isolate was isolated by K.A. Sabet Med. 3	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=648		352809	356060
NCPPB 670	Xanthomonas citri pv. fuscans (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	Xanthomonas citri	Xanthomonas phaseoli (Smith 1897) Dowson 1939	Xanthomonas campestris pv. phaseoli (Smith 1897) Dye 1978	Xanthomonas		Phaseolus vulgaris	Uganda	"The donor reference is 77421
This isolate was isolated by ex C. Logan"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=670		356060	359615
NCPPB 701	Xanthomonas vesicatoria (ex Doidge 1920) Vauterin et al. 1995	Xanthomonas vesicatoria	Xanthomonas vesicatoria (Doidge 1920) Dowson 1939	Xanthomonas campestris pv. vesicatoria (Doidge 1920) Dye 1978	Xanthomonas		Solanum lycopersicum	Zimbabwe	"The donor reference is 77833
This isolate is also in the collections; LMG 920
This isolate was isolated by ex G. Goidanich"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=701		359615	362943
NCPPB 702	Xanthomonas vasicola pv. vasculorum (Cobb 1894) Lang et al. 2017	Xanthomonas vasicola	Xanthomonas vasculorum (Cobb 1893) Dowson 1939	Xanthomonas campestris pv. vasculorum (Cobb 1893) Dye 1978	Xanthomonas		Saccharum officinarum	Zimbabwe	"The donor reference is 77860
This isolate is also in the collections; ICPB XV168, LMG 8710, CFBP 7163
This isolate was isolated by ex A. Rothwell"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=702		362943	366560
NCPPB 761	Xanthomonas euvesicatoria pv. physalidicola (Goto & Okabe 1958) Constantin et al. 2016 comb. nov.	Xanthomonas euvesicatoria	Xanthomonas physalidicola Goto & Okabe 1958	Xanthomonas campestris pv. physalidicola (Goto & Okabe 1958) Dye 1978	Xanthomonas		Physalis alkekengii L. (Bladder cherry / Chinese Lantern)	Unknown	"The donor reference is Yzl
This isolate is also in the collections; ICMP 586, LMG 845, ATCC 49077
This isolate was isolated by N. Okabe
The source of this isolate was ex N. Okabe"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=761		366560	370029
NCPPB 762	Xanthomonas pisi (ex Goto & Okabe 1958) Vauterin et al. 1995	Xanthomonas pisi	Xanthomonas pisi Goto & Okabe 1958	Xanthomonas campestris pv. pisi (Goto & Okabe 1958) Dye 1978	Xanthomonas		Pisum sativum L. (pea)	Japan (Shizuoka)	"The donor reference is XAl
This isolate is also in the collections; ICMP 570, LMG 847, DSM 18956, ATCC 35936
This isolate was isolated by N. Okabe
The source of this isolate was ex N. Okabe"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=762		370029	374400
NCPPB 793	Xanthomonas oryzae pv. oryzae (Ishiyama 1922) Swings et al. 1990	Xanthomonas oryzae	Xanthomonas oryzae	Xanthomonas campestris pv. oryzae (Ishyama 1922) Dye 1978	Xanthomonas		Oryza sativa	India	"The donor reference is 78017
This isolate was isolated by ex T.N. Kaul"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=793		374400	377636
NCPPB 795	Xanthomonas vasicola pv. vasculorum (Cobb 1894) Lang et al. 2017	Xanthomonas vasicola	Xanthomonas vasculorum (Cobb 1893) Dowson 1939	Xanthomonas campestris pv. vasculorum (Cobb 1893) Dye 1978	Xanthomonas		Saccharum officinarum	Malagasy Republic	"The donor reference is 81587
This isolate is also in the collections; LMG 900
This isolate was isolated by ex P. Baudin"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=795		377636	381236
NCPPB 840	Xanthomonas axonopodis pv. patelii (Desai & Shah 1959) Vauterin et al. 1995	Xanthomonas axonopodis	Xanthomonas patelii Desai & Shah 1959	Xanthomonas campestris pv. patelii (Desai & Shah 1959) Dye 1978	Xanthomonas		Crotalaria juncea	India	"This isolate is also in the collections; ICMP 167, LMG 811
The source of this isolate was ex M.K. Desai"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=840		381236	384546
NCPPB 875	Xanthomonas campestris pv. aberrans (Knosel 1961) Dye 1978	Xanthomonas campestris	Xanthomonas campestris var. aberrans Knosel 1961		Xanthomonas		Brassica oleracea var. botrytis	W. Germany		https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=875		384546	387260
NCPPB 881	Xanthomonas hortorum pv. gardneri Morinière et al. (2020)	Xanthomonas hortorum	Pseudomonas gardneri Sutic 1957	Xanthomonas gardneri Not yet published	Xanthomonas		Solanum lycopersicum	Yugoslavia (Serbia)	"The donor reference is Strain sombor
This isolate is also in the collections; ATCC 19865, DSM 19127
This isolate was isolated by D. Sutic"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=881		387260	390570
NCPPB 884	Xanthomonas axonopodis pv. patelii (Desai & Shah 1959) Vauterin et al. 1995	Xanthomonas axonopodis	Xanthomonas patelii Desai & Shah 1959	Xanthomonas campestris pv. patelii (Desai & Shah 1959) Dye 1978	Xanthomonas		Crotalaria juncea	India	"The donor reference is B400
The source of this isolate was ex R.M. Patel"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=884		390570	393848
NCPPB 885	Xanthomonas axonopodis pv. desmodiirotundifolii (Desai & Shah 1960) Vauterin et al. 1995	Xanthomonas axonopodis	Xanthomonas desmodiirotundifolii Desai & Shah 1960	Xanthomonas campestris pv. desmodiirotundifolii (Desai & Shah 1960) Dye 1978	Xanthomonas		Desmodium rotundifolium	India	"The donor reference is B401
This isolate is also in the collections; ICMP 168, LMG 694
This isolate was isolated by ex R.M. Patel"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=885		393848	397234
NCPPB 887	Xanthomonas albilineans (Ashby 1929) Dowson 1943	Xanthomonas albilineans	Xanthomonas albilineans		Xanthomonas		Saccharum officinarum	Mauritius	"This isolate is also in the collections; ATCC 33195
This isolate was isolated by A.C. Hayward B315"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=887		397234	399995
NCPPB 888	Xanthomonas sp. Dowson 1939	Xanthomonas sp		Xanthomonas campestris (Pammel 1895) Dowson 1939 emend. Vauterin et al. 1995	Xanthomonas		Saccharum officinarum	South Africa	This isolate was isolated by A.C. Hayward B325	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=888		399995	403262
