ncppb_number	ncppb_current_name	biosample_accession	evidence_status	bioproject_accession	project_role	project_sources	project_title	use_for_sequence_provenance	review_required	source_url
NCPPB 1381	Xanthomonas vasicola pv. vasculorum (Cobb 1894) Lang et al. 2017	SAMN00991255	confirmed	PRJNA224116	annotation_project	biosample_elink; refseq_annotation_project	Refseq Prokaryotic Genome Annotation Project	no	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 1381	Xanthomonas vasicola pv. vasculorum (Cobb 1894) Lang et al. 2017	SAMN00991255	confirmed	PRJNA608517	biosample_elink_only	biosample_elink	The Lactobacillus genus, a use case for Bactopia.	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 1381	Xanthomonas vasicola pv. vasculorum (Cobb 1894) Lang et al. 2017	SAMN00991255	confirmed	PRJNA73853	sequence_source_project	biosample_elink; sra_sequence_project	Xanthomonas vasicola pv. vasculorum NCPPB 1326 Genome sequencing and assembly	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA73853
NCPPB 1381	Xanthomonas vasicola pv. vasculorum (Cobb 1894) Lang et al. 2017	SAMN00991255	confirmed	PRJNA73869	sequence_source_project	assembly_genbank_project; biosample_elink	Xanthomonas vasicola pv. vasculorum NCPPB 1381 Genome sequencing and assembly	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA73869
NCPPB 1381	Xanthomonas vasicola pv. vasculorum (Cobb 1894) Lang et al. 2017	SAMN36357975	confirmed	PRJNA992549	biosample_elink_only	biosample_elink	Re-sequencing of X. vasicola strains at Fera	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA992549
NCPPB 1381	Xanthomonas vasicola pv. vasculorum (Cobb 1894) Lang et al. 2017	SAMN36701289	confirmed	PRJNA224116	annotation_project	biosample_elink; refseq_annotation_project	Refseq Prokaryotic Genome Annotation Project	no	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 1381	Xanthomonas vasicola pv. vasculorum (Cobb 1894) Lang et al. 2017	SAMN36701289	confirmed	PRJNA608517	biosample_elink_only	biosample_elink	The Lactobacillus genus, a use case for Bactopia.	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 1381	Xanthomonas vasicola pv. vasculorum (Cobb 1894) Lang et al. 2017	SAMN36701289	confirmed	PRJNA992549	sequence_source_project	assembly_genbank_project; biosample_elink; sra_sequence_project	Re-sequencing of X. vasicola strains at Fera	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA992549
NCPPB 1394	Xanthomonas vasicola Vauterin et al. 1995	SAMN03140149	confirmed	PRJNA264616	biosample_elink_only	biosample_elink	Xanthomonas vasicola strain:NCPPB 2417 Genome sequencing	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA264616
NCPPB 1394	Xanthomonas vasicola Vauterin et al. 1995	SAMN03145753	confirmed	PRJNA224116	annotation_project	biosample_elink; refseq_annotation_project	Refseq Prokaryotic Genome Annotation Project	no	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 1394	Xanthomonas vasicola Vauterin et al. 1995	SAMN03145753	confirmed	PRJNA265156	sequence_source_project	assembly_genbank_project; biosample_elink	Xanthomonas vasicola strain:NCPPB 1394 Genome sequencing and assembly	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA265156
NCPPB 1394	Xanthomonas vasicola Vauterin et al. 1995	SAMN03145753	confirmed	PRJNA608517	biosample_elink_only	biosample_elink	The Lactobacillus genus, a use case for Bactopia.	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 1395	Xanthomonas vasicola Vauterin et al. 1995	SAMN03140175	confirmed	PRJNA224116	annotation_project	biosample_elink; refseq_annotation_project	Refseq Prokaryotic Genome Annotation Project	no	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 1395	Xanthomonas vasicola Vauterin et al. 1995	SAMN03140175	confirmed	PRJNA264638	sequence_source_project	assembly_genbank_project; biosample_elink	Xanthomonas vasicola strain:NCPPB 1395 Genome sequencing and assembly	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA264638
NCPPB 1395	Xanthomonas vasicola Vauterin et al. 1995	SAMN03140175	confirmed	PRJNA608517	biosample_elink_only	biosample_elink	The Lactobacillus genus, a use case for Bactopia.	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 1396	Xanthomonas vasicola Vauterin et al. 1995	SAMN03140173	confirmed	PRJNA224116	annotation_project	biosample_elink; refseq_annotation_project	Refseq Prokaryotic Genome Annotation Project	no	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 1396	Xanthomonas vasicola Vauterin et al. 1995	SAMN03140173	confirmed	PRJNA264627	sequence_source_project	assembly_genbank_project; biosample_elink	Xanthomonas vasicola strain:NCPPB 1396 Genome sequencing and assembly	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA264627
NCPPB 1396	Xanthomonas vasicola Vauterin et al. 1995	SAMN03140173	confirmed	PRJNA608517	biosample_elink_only	biosample_elink	The Lactobacillus genus, a use case for Bactopia.	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 1402	Xanthomonas citri pv. fuscans (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	SAMN03142810	confirmed	PRJNA224116	annotation_project	biosample_elink; refseq_annotation_project	Refseq Prokaryotic Genome Annotation Project	no	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 1402	Xanthomonas citri pv. fuscans (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	SAMN03142810	confirmed	PRJNA264810	sequence_source_project	assembly_genbank_project; biosample_elink; sra_sequence_project	Xanthomonas citri pv. fuscans strain:NCPPB 1402 Genome sequencing and assembly	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA264810
NCPPB 1402	Xanthomonas citri pv. fuscans (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	SAMN03142810	confirmed	PRJNA608517	biosample_elink_only	biosample_elink	The Lactobacillus genus, a use case for Bactopia.	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 1420	Xanthomonas phaseoli pv. phaseoli (Smith 1897) Constantin et al. 2016 comb. nov.	SAMN03175025	confirmed	PRJNA224116	annotation_project	biosample_elink; refseq_annotation_project	Refseq Prokaryotic Genome Annotation Project	no	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 1420	Xanthomonas phaseoli pv. phaseoli (Smith 1897) Constantin et al. 2016 comb. nov.	SAMN03175025	confirmed	PRJNA266888	sequence_source_project	assembly_genbank_project; biosample_elink; sra_sequence_project	Xanthomonas phaseoli pv. phaseoli strain:NCPPB 1420 Genome sequencing and assembly	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA266888
NCPPB 1420	Xanthomonas phaseoli pv. phaseoli (Smith 1897) Constantin et al. 2016 comb. nov.	SAMN03175025	confirmed	PRJNA608517	biosample_elink_only	biosample_elink	The Lactobacillus genus, a use case for Bactopia.	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 1433	Xanthomonas citri pv. fuscans (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	SAMN03142399	confirmed	PRJNA224116	annotation_project	biosample_elink; refseq_annotation_project	Refseq Prokaryotic Genome Annotation Project	no	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 1433	Xanthomonas citri pv. fuscans (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	SAMN03142399	confirmed	PRJNA264773	sequence_source_project	assembly_genbank_project; biosample_elink; sra_sequence_project	Xanthomonas citri pv. fuscans strain:NCPPB 1433 Genome sequencing and assembly	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA264773
NCPPB 1433	Xanthomonas citri pv. fuscans (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	SAMN03142399	confirmed	PRJNA608517	biosample_elink_only	biosample_elink	The Lactobacillus genus, a use case for Bactopia.	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 1447	Xanthomonas arboricola pv. juglandis (Pierce 1901) Vauterin et al. 1995	SAMN02469596	confirmed	PRJNA224116	annotation_project	biosample_elink; refseq_annotation_project	Refseq Prokaryotic Genome Annotation Project	no	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 1447	Xanthomonas arboricola pv. juglandis (Pierce 1901) Vauterin et al. 1995	SAMN02469596	confirmed	PRJNA608517	biosample_elink_only	biosample_elink	The Lactobacillus genus, a use case for Bactopia.	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 1447	Xanthomonas arboricola pv. juglandis (Pierce 1901) Vauterin et al. 1995	SAMN02469596	confirmed	PRJNA84273	sequence_source_project	assembly_genbank_project; biosample_elink	Xanthomonas arboricola pv. juglandis str. NCPPB 1447 Genome sequencing and assembly	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA84273
NCPPB 1455	Xanthomonas campestris pv. lantanae (Srinivasan & Patel 1957) Dye 1978	SAMN41763920	confirmed	PRJNA774146	sequence_source_project	biosample_elink; sra_sequence_project	Genome sequencing of xanthomonads from the NCPPB	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA774146
NCPPB 1469	Xanthomonas fragariae Kennedy and King 1962	SAMD00253071	confirmed	PRJDB10667	biosample_elink_only	biosample_elink	De novo sequencing and analysis for ICMP strains in GCM 10K project	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJDB10667
NCPPB 1469	Xanthomonas fragariae Kennedy and King 1962	SAMD00253071	confirmed	PRJDB9057	biosample_elink_only	biosample_elink	The Global Catalogue of Microorganisms (GCM) 10K type strain sequencing project	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJDB9057
NCPPB 1469	Xanthomonas fragariae Kennedy and King 1962	SAMEA104068692	confirmed	PRJEB20805	sequence_source_project	assembly_genbank_project; biosample_elink	Xanthomonas fragariae PD885	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJEB20805
NCPPB 1469	Xanthomonas fragariae Kennedy and King 1962	SAMEA104068692	confirmed	PRJNA224116	annotation_project	biosample_elink; refseq_annotation_project	Refseq Prokaryotic Genome Annotation Project	no	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 1469	Xanthomonas fragariae Kennedy and King 1962	SAMEA104068692	confirmed	PRJNA608517	biosample_elink_only	biosample_elink	The Lactobacillus genus, a use case for Bactopia.	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 1469	Xanthomonas fragariae Kennedy and King 1962	SAMN39942670	confirmed	PRJNA991941	sequence_source_project	biosample_elink; sra_sequence_project	Genome sequencing of Xanthomonas arboricola from strawberry	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA991941
NCPPB 1469	Xanthomonas fragariae Kennedy and King 1962	SAMN43282199	confirmed	PRJNA224116	annotation_project	biosample_elink; refseq_annotation_project	Refseq Prokaryotic Genome Annotation Project	no	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 1469	Xanthomonas fragariae Kennedy and King 1962	SAMN43282199	confirmed	PRJNA595761	sequence_source_project	assembly_genbank_project; biosample_elink	The Global Catalogue of Microorganisms (GCM) 10K type strain sequencing project	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA595761
NCPPB 1469	Xanthomonas fragariae Kennedy and King 1962	SAMN43282199	confirmed	PRJNA608517	biosample_elink_only	biosample_elink	The Lactobacillus genus, a use case for Bactopia.	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 1469	Xanthomonas fragariae Kennedy and King 1962	SAMN43282231	confirmed	PRJNA595761	sequence_source_project	assembly_genbank_project; biosample_elink	The Global Catalogue of Microorganisms (GCM) 10K type strain sequencing project	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA595761
NCPPB 1469	Xanthomonas fragariae Kennedy and King 1962	SAMN43282235	confirmed	PRJNA595761	biosample_elink_only	biosample_elink	The Global Catalogue of Microorganisms (GCM) 10K type strain sequencing project	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA595761
NCPPB 1469	Xanthomonas fragariae Kennedy and King 1962	SAMN43284562	confirmed	PRJNA224116	annotation_project	biosample_elink; refseq_annotation_project	Refseq Prokaryotic Genome Annotation Project	no	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 1469	Xanthomonas fragariae Kennedy and King 1962	SAMN43284562	confirmed	PRJNA595761	sequence_source_project	assembly_genbank_project; biosample_elink	The Global Catalogue of Microorganisms (GCM) 10K type strain sequencing project	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA595761
NCPPB 1469	Xanthomonas fragariae Kennedy and King 1962	SAMN43284562	confirmed	PRJNA608517	biosample_elink_only	biosample_elink	The Lactobacillus genus, a use case for Bactopia.	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 1471	Xanthomonas citri pv. citri (Hasse 1915) Constantin 2016 comb. nov.	SAMN30973815	confirmed	PRJNA883598	sequence_source_project	biosample_elink; sra_sequence_project	Xanthomonas citri pv. citri Genome sequencing	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA883598
NCPPB 1473	Xanthomonas axonopodis pv. ricini (Yoshi & Takimoto 1928) Vauterin et al. 1995	SAMN42178443	confirmed	PRJNA1129907	sequence_source_project	assembly_genbank_project; biosample_elink; sra_sequence_project	Genome sequencing of Xanthomonas axonopodis pv. ricini (Yoshi & Takimoto 1928) Vauterin et al. 1995	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1129907
NCPPB 1473	Xanthomonas axonopodis pv. ricini (Yoshi & Takimoto 1928) Vauterin et al. 1995	SAMN42178443	confirmed	PRJNA224116	annotation_project	biosample_elink; refseq_annotation_project	Refseq Prokaryotic Genome Annotation Project	no	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 1473	Xanthomonas axonopodis pv. ricini (Yoshi & Takimoto 1928) Vauterin et al. 1995	SAMN42178443	confirmed	PRJNA608517	biosample_elink_only	biosample_elink	The Lactobacillus genus, a use case for Bactopia.	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 1475	Xanthomonas axonopodis pv. cassiae (Kulkarni et al. 1951) Vauterin et al. 1995	SAMN42178453	confirmed	PRJNA1129911	sequence_source_project	assembly_genbank_project; biosample_elink; sra_sequence_project	Genome sequencing of Xanthomonas axonopodis pv. cassiae (Kulkarni et al. 1951) Vauterin et al. 1995	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1129911
NCPPB 1475	Xanthomonas axonopodis pv. cassiae (Kulkarni et al. 1951) Vauterin et al. 1995	SAMN42178453	confirmed	PRJNA224116	annotation_project	biosample_elink; refseq_annotation_project	Refseq Prokaryotic Genome Annotation Project	no	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 1475	Xanthomonas axonopodis pv. cassiae (Kulkarni et al. 1951) Vauterin et al. 1995	SAMN42178453	confirmed	PRJNA608517	biosample_elink_only	biosample_elink	The Lactobacillus genus, a use case for Bactopia.	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 1495	Xanthomonas citri pv. fuscans (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	SAMN03142808	confirmed	PRJNA224116	annotation_project	biosample_elink; refseq_annotation_project	Refseq Prokaryotic Genome Annotation Project	no	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 1495	Xanthomonas citri pv. fuscans (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	SAMN03142808	confirmed	PRJNA264808	sequence_source_project	assembly_genbank_project; biosample_elink; sra_sequence_project	Xanthomonas phaseoli pv. phaseoli strain:NCPPB 1495 Genome sequencing and assembly	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA264808
NCPPB 1495	Xanthomonas citri pv. fuscans (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	SAMN03142808	confirmed	PRJNA608517	biosample_elink_only	biosample_elink	The Lactobacillus genus, a use case for Bactopia.	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 151	Xanthomonas campestris pv. papavericola (Bryan and McWhorter 1930) Dye 1978	SAMN56511362	confirmed	PRJNA1437458	sequence_source_project	biosample_elink; sra_sequence_project	Genome sequencing of phylogenetically important Xanthomonas strains	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1437458
NCPPB 1560	Xanthomonas sp. Dowson 1939	SAMN42161500	confirmed	PRJNA1129555	sequence_source_project	assembly_genbank_project; biosample_elink; sra_sequence_project	Genome sequencing of unidentified Xanthomonas sp. strains from the NCPPB	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1129555
NCPPB 1560	Xanthomonas sp. Dowson 1939	SAMN42161500	confirmed	PRJNA224116	annotation_project	biosample_elink	Refseq Prokaryotic Genome Annotation Project	no	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 1560	Xanthomonas sp. Dowson 1939	SAMN42161500	confirmed	PRJNA608517	biosample_elink_only	biosample_elink	The Lactobacillus genus, a use case for Bactopia.	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 1585	Xanthomonas oryzae pv. oryzicola (Fang et al. 1957) Swings et al. 1990	SAMN03612252	confirmed	PRJNA224116	annotation_project	biosample_elink; refseq_annotation_project	Refseq Prokaryotic Genome Annotation Project	no	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 1585	Xanthomonas oryzae pv. oryzicola (Fang et al. 1957) Swings et al. 1990	SAMN03612252	confirmed	PRJNA280380	sequence_source_project	assembly_genbank_project; biosample_elink	Host transcriptional reprogramming across diverse strains of the rice bacterial leaf streak pathogen Xanthomonas oryzae pv.oryzicola	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA280380
NCPPB 1585	Xanthomonas oryzae pv. oryzicola (Fang et al. 1957) Swings et al. 1990	SAMN03612252	confirmed	PRJNA283315	sequence_source_project	biosample_elink; sra_sequence_project	Xanthomonas oryzae pv. oryzicola Genome sequencing and assembly	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA283315
NCPPB 1585	Xanthomonas oryzae pv. oryzicola (Fang et al. 1957) Swings et al. 1990	SAMN03612252	confirmed	PRJNA608517	biosample_elink_only	biosample_elink	The Lactobacillus genus, a use case for Bactopia.	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 1585	Xanthomonas oryzae pv. oryzicola (Fang et al. 1957) Swings et al. 1990	SAMN08729510	confirmed	PRJNA224116	annotation_project	biosample_elink; refseq_annotation_project	Refseq Prokaryotic Genome Annotation Project	no	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 1585	Xanthomonas oryzae pv. oryzicola (Fang et al. 1957) Swings et al. 1990	SAMN08729510	confirmed	PRJNA438823	sequence_source_project	assembly_genbank_project; biosample_elink	Xanthomonas oryzae pv. oryzicola strain:WHRI 5234 Genome sequencing and assembly	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA438823
NCPPB 1585	Xanthomonas oryzae pv. oryzicola (Fang et al. 1957) Swings et al. 1990	SAMN08729510	confirmed	PRJNA608517	biosample_elink_only	biosample_elink	The Lactobacillus genus, a use case for Bactopia.	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 1585	Xanthomonas oryzae pv. oryzicola (Fang et al. 1957) Swings et al. 1990	SAMN40354542	confirmed	PRJNA224116	annotation_project	biosample_elink	Refseq Prokaryotic Genome Annotation Project	no	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 1585	Xanthomonas oryzae pv. oryzicola (Fang et al. 1957) Swings et al. 1990	SAMN40354542	confirmed	PRJNA438823	sequence_source_project	biosample_elink; sra_sequence_project	Xanthomonas oryzae pv. oryzicola strain:WHRI 5234 Genome sequencing and assembly	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA438823
