ncppb_number	ncppb_current_name	biosample_accession	evidence_status	match_decision	identity_match_status	matched_identifier	identifier_strength	taxonomy_status	resource_type	resource_accession	resource_role	assembly_level	assembly_source	assembly_total_length	assembly_contig_count	assembly_contig_n50	sra_library_strategy	sra_library_source	sra_library_layout	sra_instrument	sra_total_bases	sequence_bioproject_accessions	selected_for_phylogeny	download_tool	download_command	source_url
NCPPB 301	Xanthomonas phaseoli pv. phaseoli (Smith 1897) Constantin et al. 2016 comb. nov.	SAMN03175018	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 301	primary	same_name	sra_run	SRR2052879	raw_sequence_reads						WGS	GENOMIC	paired	Illumina MiSeq	319168325	PRJNA266886	no	NCBI SRA Toolkit	prefetch SRR2052879 && fasterq-dump SRR2052879 --split-files --outdir fastq/NCPPB_301	https://www.ncbi.nlm.nih.gov/sra/SRR2052879
NCPPB 347	Xanthomonas campestris pv. armoraciae (McCulloch 1929) Dye 1978	SAMN17385947	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 347	primary	same_name	bioproject	PRJNA693392	sequence_source_project												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA693392
NCPPB 347	Xanthomonas campestris pv. armoraciae (McCulloch 1929) Dye 1978	SAMN17385947	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 347	primary	same_name	biosample	SAMN17385947	identity_anchor												no	NCBI BioSample metadata		https://www.ncbi.nlm.nih.gov/biosample/SAMN17385947
NCPPB 347	Xanthomonas campestris pv. armoraciae (McCulloch 1929) Dye 1978	SAMN17385947	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 347	primary	same_name	sra_run	SRR14648465	raw_sequence_reads						WGS	GENOMIC	paired	Illumina MiSeq	418540709	PRJNA693392	no	NCBI SRA Toolkit	prefetch SRR14648465 && fasterq-dump SRR14648465 --split-files --outdir fastq/NCPPB_347	https://www.ncbi.nlm.nih.gov/sra/SRR14648465
NCPPB 347	Xanthomonas campestris pv. armoraciae (McCulloch 1929) Dye 1978	SAMN22552829	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 347	primary	same_name	assembly	GCF_020731405.1	assembled_genome_sequence	Contig	RefSeq	5063577	72	149552						PRJNA774128	yes	NCBI Datasets CLI	datasets download genome accession GCF_020731405.1 --include genome --filename NCPPB_347_GCF_020731405.1.zip	https://www.ncbi.nlm.nih.gov/assembly/GCF_020731405.1
NCPPB 347	Xanthomonas campestris pv. armoraciae (McCulloch 1929) Dye 1978	SAMN22552829	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 347	primary	same_name	bioproject	PRJNA224116	annotation_project												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 347	Xanthomonas campestris pv. armoraciae (McCulloch 1929) Dye 1978	SAMN22552829	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 347	primary	same_name	bioproject	PRJNA608517	biosample_elink_only												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 347	Xanthomonas campestris pv. armoraciae (McCulloch 1929) Dye 1978	SAMN22552829	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 347	primary	same_name	bioproject	PRJNA774128	sequence_source_project												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA774128
NCPPB 347	Xanthomonas campestris pv. armoraciae (McCulloch 1929) Dye 1978	SAMN22552829	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 347	primary	same_name	biosample	SAMN22552829	identity_anchor												no	NCBI BioSample metadata		https://www.ncbi.nlm.nih.gov/biosample/SAMN22552829
NCPPB 347	Xanthomonas campestris pv. armoraciae (McCulloch 1929) Dye 1978	SAMN22552829	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 347	primary	same_name	sra_run	SRR29823152	raw_sequence_reads						WGS	GENOMIC	paired	Illumina NovaSeq 6000	571365880	PRJNA774128	no	NCBI SRA Toolkit	prefetch SRR29823152 && fasterq-dump SRR29823152 --split-files --outdir fastq/NCPPB_347	https://www.ncbi.nlm.nih.gov/sra/SRR29823152
NCPPB 381	Xanthomonas citri pv. fuscans (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	SAMN02903172	confirmed	accept	confirmed_exact_collection_identifier	LMG 826	strong	same_name	assembly	GCF_001401605.1	assembled_genome_sequence	Contig	RefSeq	4857009	1314	8953						PRJNA254368	no	NCBI Datasets CLI	datasets download genome accession GCF_001401605.1 --include genome --filename NCPPB_381_GCF_001401605.1.zip	https://www.ncbi.nlm.nih.gov/assembly/GCF_001401605.1
NCPPB 381	Xanthomonas citri pv. fuscans (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	SAMN02903172	confirmed	accept	confirmed_exact_collection_identifier	LMG 826	strong	same_name	bioproject	PRJNA224116	annotation_project												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 381	Xanthomonas citri pv. fuscans (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	SAMN02903172	confirmed	accept	confirmed_exact_collection_identifier	LMG 826	strong	same_name	bioproject	PRJNA254368	sequence_source_project												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA254368
NCPPB 381	Xanthomonas citri pv. fuscans (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	SAMN02903172	confirmed	accept	confirmed_exact_collection_identifier	LMG 826	strong	same_name	bioproject	PRJNA608517	biosample_elink_only												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 381	Xanthomonas citri pv. fuscans (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	SAMN02903172	confirmed	accept	confirmed_exact_collection_identifier	LMG 826	strong	same_name	biosample	SAMN02903172	identity_anchor												no	NCBI BioSample metadata		https://www.ncbi.nlm.nih.gov/biosample/SAMN02903172
NCPPB 381	Xanthomonas citri pv. fuscans (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	SAMN02903172	confirmed	accept	confirmed_exact_collection_identifier	LMG 826	strong	same_name	sra_run	SRR1510073	raw_sequence_reads						WGS	GENOMIC	paired	Illumina HiSeq 2500	403531176	PRJNA254368	no	NCBI SRA Toolkit	prefetch SRR1510073 && fasterq-dump SRR1510073 --split-files --outdir fastq/NCPPB_381	https://www.ncbi.nlm.nih.gov/sra/SRR1510073
NCPPB 381	Xanthomonas citri pv. fuscans (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	SAMN03142398	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 381	primary	same_name	assembly	GCF_000788075.1	assembled_genome_sequence	Contig	RefSeq	4955361	136	74010						PRJNA264772	no	NCBI Datasets CLI	datasets download genome accession GCF_000788075.1 --include genome --filename NCPPB_381_GCF_000788075.1.zip	https://www.ncbi.nlm.nih.gov/assembly/GCF_000788075.1
NCPPB 381	Xanthomonas citri pv. fuscans (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	SAMN03142398	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 381	primary	same_name	bioproject	PRJNA224116	annotation_project												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 381	Xanthomonas citri pv. fuscans (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	SAMN03142398	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 381	primary	same_name	bioproject	PRJNA264772	sequence_source_project												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA264772
NCPPB 381	Xanthomonas citri pv. fuscans (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	SAMN03142398	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 381	primary	same_name	bioproject	PRJNA608517	biosample_elink_only												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 381	Xanthomonas citri pv. fuscans (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	SAMN03142398	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 381	primary	same_name	biosample	SAMN03142398	identity_anchor												no	NCBI BioSample metadata		https://www.ncbi.nlm.nih.gov/biosample/SAMN03142398
NCPPB 381	Xanthomonas citri pv. fuscans (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	SAMN03142398	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 381	primary	same_name	sra_run	SRR2052644	raw_sequence_reads						WGS	GENOMIC	paired	Illumina MiSeq	245807397	PRJNA264772	no	NCBI SRA Toolkit	prefetch SRR2052644 && fasterq-dump SRR2052644 --split-files --outdir fastq/NCPPB_381	https://www.ncbi.nlm.nih.gov/sra/SRR2052644
NCPPB 381	Xanthomonas citri pv. fuscans (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	SAMN06829306	confirmed	accept	confirmed_exact_collection_identifier	CFBP 6165	strong	same_name	assembly	GCF_002759215.2	assembled_genome_sequence	Complete Genome	RefSeq	5064829	2	5023086						PRJNA384145	no	NCBI Datasets CLI	datasets download genome accession GCF_002759215.2 --include genome --filename NCPPB_381_GCF_002759215.2.zip	https://www.ncbi.nlm.nih.gov/assembly/GCF_002759215.2
NCPPB 381	Xanthomonas citri pv. fuscans (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	SAMN06829306	confirmed	accept	confirmed_exact_collection_identifier	CFBP 6165	strong	same_name	bioproject	PRJNA224116	annotation_project												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 381	Xanthomonas citri pv. fuscans (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	SAMN06829306	confirmed	accept	confirmed_exact_collection_identifier	CFBP 6165	strong	same_name	bioproject	PRJNA384145	sequence_source_project												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA384145
NCPPB 381	Xanthomonas citri pv. fuscans (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	SAMN06829306	confirmed	accept	confirmed_exact_collection_identifier	CFBP 6165	strong	same_name	bioproject	PRJNA608517	biosample_elink_only												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 381	Xanthomonas citri pv. fuscans (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	SAMN06829306	confirmed	accept	confirmed_exact_collection_identifier	CFBP 6165	strong	same_name	biosample	SAMN06829306	identity_anchor												no	NCBI BioSample metadata		https://www.ncbi.nlm.nih.gov/biosample/SAMN06829306
NCPPB 381	Xanthomonas citri pv. fuscans (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	SAMN06829306	confirmed	accept	confirmed_exact_collection_identifier	CFBP 6165	strong	same_name	sra_run	SRR13975653	raw_sequence_reads						WGS	GENOMIC	single	PacBio RS II	1215260305	PRJNA384145	no	NCBI SRA Toolkit	prefetch SRR13975653 && fasterq-dump SRR13975653 --split-files --outdir fastq/NCPPB_381	https://www.ncbi.nlm.nih.gov/sra/SRR13975653
NCPPB 381	Xanthomonas citri pv. fuscans (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	SAMN06829306	confirmed	accept	confirmed_exact_collection_identifier	CFBP 6165	strong	same_name	sra_run	SRR13997422	raw_sequence_reads						WGS	GENOMIC	paired	Illumina HiSeq 2000	902125800	PRJNA384145	no	NCBI SRA Toolkit	prefetch SRR13997422 && fasterq-dump SRR13997422 --split-files --outdir fastq/NCPPB_381	https://www.ncbi.nlm.nih.gov/sra/SRR13997422
NCPPB 381	Xanthomonas citri pv. fuscans (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	SAMN40354536	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 381	primary	same_name	assembly	GCF_040202995.2	assembled_genome_sequence	Complete Genome	RefSeq	5132630	2	5090887						PRJNA991976	yes	NCBI Datasets CLI	datasets download genome accession GCF_040202995.2 --include genome --filename NCPPB_381_GCF_040202995.2.zip	https://www.ncbi.nlm.nih.gov/assembly/GCF_040202995.2
NCPPB 381	Xanthomonas citri pv. fuscans (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	SAMN40354536	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 381	primary	same_name	bioproject	PRJNA224116	annotation_project												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 381	Xanthomonas citri pv. fuscans (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	SAMN40354536	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 381	primary	same_name	bioproject	PRJNA608517	biosample_elink_only												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 381	Xanthomonas citri pv. fuscans (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	SAMN40354536	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 381	primary	same_name	bioproject	PRJNA991976	sequence_source_project												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA991976
NCPPB 381	Xanthomonas citri pv. fuscans (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	SAMN40354536	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 381	primary	same_name	biosample	SAMN40354536	identity_anchor												no	NCBI BioSample metadata		https://www.ncbi.nlm.nih.gov/biosample/SAMN40354536
NCPPB 381	Xanthomonas citri pv. fuscans (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	SAMN40354536	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 381	primary	same_name	sra_run	SRR28281417	raw_sequence_reads						WGS	GENOMIC	paired	Illumina NovaSeq 6000	948914400	PRJNA991976	no	NCBI SRA Toolkit	prefetch SRR28281417 && fasterq-dump SRR28281417 --split-files --outdir fastq/NCPPB_381	https://www.ncbi.nlm.nih.gov/sra/SRR28281417
NCPPB 381	Xanthomonas citri pv. fuscans (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	SAMN40354536	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 381	primary	same_name	sra_run	SRR30293625	raw_sequence_reads						WGS	GENOMIC	single	PromethION	802879291	PRJNA991976	no	NCBI SRA Toolkit	prefetch SRR30293625 && fasterq-dump SRR30293625 --split-files --outdir fastq/NCPPB_381	https://www.ncbi.nlm.nih.gov/sra/SRR30293625
NCPPB 404	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	SAMN36346971	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 404	primary	same_name	assembly	GCA_035026745.1	assembled_genome_sequence	Contig	GenBank	4943051	79	161665						PRJNA988133	yes	NCBI Datasets CLI	datasets download genome accession GCA_035026745.1 --include genome --filename NCPPB_404_GCA_035026745.1.zip	https://www.ncbi.nlm.nih.gov/assembly/GCA_035026745.1
NCPPB 404	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	SAMN36346971	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 404	primary	same_name	bioproject	PRJNA988133	sequence_source_project												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA988133
NCPPB 404	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	SAMN36346971	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 404	primary	same_name	biosample	SAMN36346971	identity_anchor												no	NCBI BioSample metadata		https://www.ncbi.nlm.nih.gov/biosample/SAMN36346971
NCPPB 404	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	SAMN36346971	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 404	primary	same_name	sra_run	SRR25183330	raw_sequence_reads						WGS	GENOMIC	paired	Illumina NovaSeq 6000	1089110452	PRJNA988133	no	NCBI SRA Toolkit	prefetch SRR25183330 && fasterq-dump SRR25183330 --split-files --outdir fastq/NCPPB_404	https://www.ncbi.nlm.nih.gov/sra/SRR25183330
NCPPB 406	Xanthomonas citri pv. citri (Hasse 1915) Constantin 2016 comb. nov.	SAMN13783185	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 406	primary	same_name	assembly	GCF_014797385.1	assembled_genome_sequence	Contig	RefSeq	5197313	145	167417						PRJNA599566	yes	NCBI Datasets CLI	datasets download genome accession GCF_014797385.1 --include genome --filename NCPPB_406_GCF_014797385.1.zip	https://www.ncbi.nlm.nih.gov/assembly/GCF_014797385.1
NCPPB 406	Xanthomonas citri pv. citri (Hasse 1915) Constantin 2016 comb. nov.	SAMN13783185	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 406	primary	same_name	bioproject	PRJNA224116	annotation_project												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 406	Xanthomonas citri pv. citri (Hasse 1915) Constantin 2016 comb. nov.	SAMN13783185	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 406	primary	same_name	bioproject	PRJNA599566	sequence_source_project												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA599566
NCPPB 406	Xanthomonas citri pv. citri (Hasse 1915) Constantin 2016 comb. nov.	SAMN13783185	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 406	primary	same_name	biosample	SAMN13783185	identity_anchor												no	NCBI BioSample metadata		https://www.ncbi.nlm.nih.gov/biosample/SAMN13783185
NCPPB 406	Xanthomonas citri pv. citri (Hasse 1915) Constantin 2016 comb. nov.	SAMN13783185	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 406	primary	same_name	sra_run	SRR11234661	raw_sequence_reads						WGS	GENOMIC	paired	Illumina HiSeq 4000	514195155	PRJNA599566	no	NCBI SRA Toolkit	prefetch SRR11234661 && fasterq-dump SRR11234661 --split-files --outdir fastq/NCPPB_406	https://www.ncbi.nlm.nih.gov/sra/SRR11234661
NCPPB 409	Xanthomonas citri (Hasse 1915) Gabriel et al. 1989	SAMEA114331998	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 409	primary	same_name	assembly	GCF_963669875.1	assembled_genome_sequence	Contig	RefSeq	5168560	80	202273						PRJEB65884	yes	NCBI Datasets CLI	datasets download genome accession GCF_963669875.1 --include genome --filename NCPPB_409_GCF_963669875.1.zip	https://www.ncbi.nlm.nih.gov/assembly/GCF_963669875.1
NCPPB 409	Xanthomonas citri (Hasse 1915) Gabriel et al. 1989	SAMEA114331998	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 409	primary	same_name	bioproject	PRJEB65884	sequence_source_project												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJEB65884
NCPPB 409	Xanthomonas citri (Hasse 1915) Gabriel et al. 1989	SAMEA114331998	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 409	primary	same_name	bioproject	PRJNA224116	annotation_project												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 409	Xanthomonas citri (Hasse 1915) Gabriel et al. 1989	SAMEA114331998	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 409	primary	same_name	bioproject	PRJNA608517	biosample_elink_only												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 409	Xanthomonas citri (Hasse 1915) Gabriel et al. 1989	SAMEA114331998	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 409	primary	same_name	biosample	SAMEA114331998	identity_anchor												no	NCBI BioSample metadata		https://www.ncbi.nlm.nih.gov/biosample/SAMEA114331998
NCPPB 409	Xanthomonas citri (Hasse 1915) Gabriel et al. 1989	SAMEA114331998	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 409	primary	same_name	sra_run	ERR12095337	raw_sequence_reads						WGS	GENOMIC	paired	Illumina NovaSeq 6000	2735492400	PRJEB65884	no	NCBI SRA Toolkit	prefetch ERR12095337 && fasterq-dump ERR12095337 --split-files --outdir fastq/NCPPB_409	https://www.ncbi.nlm.nih.gov/sra/ERR12095337
NCPPB 409	Xanthomonas citri (Hasse 1915) Gabriel et al. 1989	SAMN13783182	confirmed	accept	confirmed_exact_collection_identifier	CFBP 2525	strong	same_name	assembly	GCF_014797425.1	assembled_genome_sequence	Contig	RefSeq	5188614	123	148794						PRJNA599566	no	NCBI Datasets CLI	datasets download genome accession GCF_014797425.1 --include genome --filename NCPPB_409_GCF_014797425.1.zip	https://www.ncbi.nlm.nih.gov/assembly/GCF_014797425.1
NCPPB 409	Xanthomonas citri (Hasse 1915) Gabriel et al. 1989	SAMN13783182	confirmed	accept	confirmed_exact_collection_identifier	CFBP 2525	strong	same_name	bioproject	PRJNA224116	annotation_project												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 409	Xanthomonas citri (Hasse 1915) Gabriel et al. 1989	SAMN13783182	confirmed	accept	confirmed_exact_collection_identifier	CFBP 2525	strong	same_name	bioproject	PRJNA599566	sequence_source_project												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA599566
