ncppb_number	other_references	matched_text	normalized_identifier	prefix	suffix	rule_name	confidence	include_for_search	biosample_query	context
NCPPB 490	The donor reference is 18 This isolate is also in the collections; ATCC 11637, ICMP 5740, LMG 941, CFBP 1716 This isolate was isolated by M.K. Patel The source of this isolate was ex ICPB PM114 ex M.K. Patel	ICMP 5740	ICMP 5740	ICMP	5740	known_collection_prefix	high	yes	ICMP[All Fields] AND 5740[All Fields]	The donor reference is 18 This isolate is also in the collections; ATCC 11637, ICMP 5740, LMG 941, CFBP 1716 This isolate was isolated by M.K. Patel The source of this
NCPPB 490	The donor reference is 18 This isolate is also in the collections; ATCC 11637, ICMP 5740, LMG 941, CFBP 1716 This isolate was isolated by M.K. Patel The source of this isolate was ex ICPB PM114 ex M.K. Patel	LMG 941	LMG 941	LMG	941	known_collection_prefix	high	yes	LMG[All Fields] AND 941[All Fields]	reference is 18 This isolate is also in the collections; ATCC 11637, ICMP 5740, LMG 941, CFBP 1716 This isolate was isolated by M.K. Patel The source of this isolate w
NCPPB 490	The donor reference is 18 This isolate is also in the collections; ATCC 11637, ICMP 5740, LMG 941, CFBP 1716 This isolate was isolated by M.K. Patel The source of this isolate was ex ICPB PM114 ex M.K. Patel	CFBP 1716	CFBP 1716	CFBP	1716	known_collection_prefix	high	yes	CFBP[All Fields] AND 1716[All Fields]	is 18 This isolate is also in the collections; ATCC 11637, ICMP 5740, LMG 941, CFBP 1716 This isolate was isolated by M.K. Patel The source of this isolate was ex ICPB
NCPPB 490	The donor reference is 18 This isolate is also in the collections; ATCC 11637, ICMP 5740, LMG 941, CFBP 1716 This isolate was isolated by M.K. Patel The source of this isolate was ex ICPB PM114 ex M.K. Patel	ICPB PM114	ICPB PM114	ICPB	PM114	known_collection_prefix	high	yes	ICPB[All Fields] AND PM114[All Fields]	1716 This isolate was isolated by M.K. Patel The source of this isolate was ex ICPB PM114 ex M.K. Patel
NCPPB 490	The donor reference is 18 This isolate is also in the collections; ATCC 11637, ICMP 5740, LMG 941, CFBP 1716 This isolate was isolated by M.K. Patel The source of this isolate was ex ICPB PM114 ex M.K. Patel	is 18	IS 18	IS	18	stopword_prefix	reject	no		The donor reference is 18 This isolate is also in the collections; ATCC 11637, ICMP 5740, LMG 941, CFBP 1
NCPPB 490	The donor reference is 18 This isolate is also in the collections; ATCC 11637, ICMP 5740, LMG 941, CFBP 1716 This isolate was isolated by M.K. Patel The source of this isolate was ex ICPB PM114 ex M.K. Patel	PM114	PM 114	PM	114	uppercase_general_code	medium	yes	PM[All Fields] AND 114[All Fields]	This isolate was isolated by M.K. Patel The source of this isolate was ex ICPB PM114 ex M.K. Patel
NCPPB 509	The donor reference is 391 This isolate is also in the collections; LMG 919 This isolate was isolated by ex A. Rothwell	LMG 919	LMG 919	LMG	919	known_collection_prefix	high	yes	LMG[All Fields] AND 919[All Fields]	The donor reference is 391 This isolate is also in the collections; LMG 919 This isolate was isolated by ex A. Rothwell
NCPPB 509	The donor reference is 391 This isolate is also in the collections; LMG 919 This isolate was isolated by ex A. Rothwell	is 391	IS 391	IS	391	stopword_prefix	reject	no		The donor reference is 391 This isolate is also in the collections; LMG 919 This isolate was isolated by e
NCPPB 510	The donor reference is 392 This isolate was isolated by ex G. Orian	is 392	IS 392	IS	392	stopword_prefix	reject	no		The donor reference is 392 This isolate was isolated by ex G. Orian
NCPPB 526	The donor reference is 412 This isolate was isolated by ex J.A. Spence XAS/L	is 412	IS 412	IS	412	stopword_prefix	reject	no		The donor reference is 412 This isolate was isolated by ex J.A. Spence XAS/L
NCPPB 528	This isolate is also in the collections; ICMP 13, ATCC 33913, LMG 568, CIP 100069 This isolate was isolated by E. Billing P25	ICMP 13	ICMP 13	ICMP	13	known_collection_prefix	high	yes	ICMP[All Fields] AND 13[All Fields]	This isolate is also in the collections; ICMP 13, ATCC 33913, LMG 568, CIP 100069 This isolate was isolated by E. Billing P25
NCPPB 528	This isolate is also in the collections; ICMP 13, ATCC 33913, LMG 568, CIP 100069 This isolate was isolated by E. Billing P25	ATCC 33913	ATCC 33913	ATCC	33913	known_collection_prefix	high	yes	ATCC[All Fields] AND 33913[All Fields]	This isolate is also in the collections; ICMP 13, ATCC 33913, LMG 568, CIP 100069 This isolate was isolated by E. Billing P25
NCPPB 528	This isolate is also in the collections; ICMP 13, ATCC 33913, LMG 568, CIP 100069 This isolate was isolated by E. Billing P25	LMG 568	LMG 568	LMG	568	known_collection_prefix	high	yes	LMG[All Fields] AND 568[All Fields]	This isolate is also in the collections; ICMP 13, ATCC 33913, LMG 568, CIP 100069 This isolate was isolated by E. Billing P25
NCPPB 528	This isolate is also in the collections; ICMP 13, ATCC 33913, LMG 568, CIP 100069 This isolate was isolated by E. Billing P25	CIP 100069	CIP 100069	CIP	100069	known_collection_prefix	high	yes	CIP[All Fields] AND 100069[All Fields]	This isolate is also in the collections; ICMP 13, ATCC 33913, LMG 568, CIP 100069 This isolate was isolated by E. Billing P25
NCPPB 528	This isolate is also in the collections; ICMP 13, ATCC 33913, LMG 568, CIP 100069 This isolate was isolated by E. Billing P25	P25	P 25	P	25	source_context_single_letter_code	low	yes	P[All Fields] AND 25[All Fields]	CMP 13, ATCC 33913, LMG 568, CIP 100069 This isolate was isolated by E. Billing P25
NCPPB 529	This isolate was isolated by E. Billing P33/1	P33/1	P 33/1	P	33/1	source_context_single_letter_code	low	yes	P[All Fields] AND 33[All Fields] AND 1[All Fields]	This isolate was isolated by E. Billing P33/1
NCPPB 535	This isolate was isolated by K.A. Sabet Ric 3	Ric 3	RIC 3	RIC	3	general_code_candidate	low	yes	RIC[All Fields] AND 3[All Fields]	This isolate was isolated by K.A. Sabet Ric 3
NCPPB 536	This isolate is also in the collections; ICMP 671, LMG 753 This isolate was isolated by K.A. Sabet Khl	ICMP 671	ICMP 671	ICMP	671	known_collection_prefix	high	yes	ICMP[All Fields] AND 671[All Fields]	This isolate is also in the collections; ICMP 671, LMG 753 This isolate was isolated by K.A. Sabet Khl
NCPPB 536	This isolate is also in the collections; ICMP 671, LMG 753 This isolate was isolated by K.A. Sabet Khl	LMG 753	LMG 753	LMG	753	known_collection_prefix	high	yes	LMG[All Fields] AND 753[All Fields]	This isolate is also in the collections; ICMP 671, LMG 753 This isolate was isolated by K.A. Sabet Khl
NCPPB 554	This isolate is also in the collections; ICMP 5732, LMG 712, CFBP 2526. ATCC 43911 This isolate was isolated by K.A. Sabet Soy 1	ICMP 5732	ICMP 5732	ICMP	5732	known_collection_prefix	high	yes	ICMP[All Fields] AND 5732[All Fields]	This isolate is also in the collections; ICMP 5732, LMG 712, CFBP 2526. ATCC 43911 This isolate was isolated by K.A. Sabet Soy 1
NCPPB 554	This isolate is also in the collections; ICMP 5732, LMG 712, CFBP 2526. ATCC 43911 This isolate was isolated by K.A. Sabet Soy 1	LMG 712	LMG 712	LMG	712	known_collection_prefix	high	yes	LMG[All Fields] AND 712[All Fields]	This isolate is also in the collections; ICMP 5732, LMG 712, CFBP 2526. ATCC 43911 This isolate was isolated by K.A. Sabet Soy 1
NCPPB 554	This isolate is also in the collections; ICMP 5732, LMG 712, CFBP 2526. ATCC 43911 This isolate was isolated by K.A. Sabet Soy 1	CFBP 2526.	CFBP 2526	CFBP	2526	known_collection_prefix	high	yes	CFBP[All Fields] AND 2526[All Fields]	This isolate is also in the collections; ICMP 5732, LMG 712, CFBP 2526. ATCC 43911 This isolate was isolated by K.A. Sabet Soy 1
NCPPB 554	This isolate is also in the collections; ICMP 5732, LMG 712, CFBP 2526. ATCC 43911 This isolate was isolated by K.A. Sabet Soy 1	ATCC 43911	ATCC 43911	ATCC	43911	known_collection_prefix	high	yes	ATCC[All Fields] AND 43911[All Fields]	This isolate is also in the collections; ICMP 5732, LMG 712, CFBP 2526. ATCC 43911 This isolate was isolated by K.A. Sabet Soy 1
NCPPB 554	This isolate is also in the collections; ICMP 5732, LMG 712, CFBP 2526. ATCC 43911 This isolate was isolated by K.A. Sabet Soy 1	Soy 1	SOY 1	SOY	1	general_code_candidate	low	yes	SOY[All Fields] AND 1[All Fields]	MP 5732, LMG 712, CFBP 2526. ATCC 43911 This isolate was isolated by K.A. Sabet Soy 1
NCPPB 555	This isolate was isolated by K.A. Sabet Vig 5	Vig 5	VIG 5	VIG	5	general_code_candidate	low	yes	VIG[All Fields] AND 5[All Fields]	This isolate was isolated by K.A. Sabet Vig 5
NCPPB 556	This isolate was isolated by K.A. Sabet Dol S					no_identifier_found	none	no		
NCPPB 557	This isolate was isolated by K.A. Sabet Dol W					no_identifier_found	none	no		
NCPPB 570	This isolate is also in the collections; ATCC 11645, ICMP 441, LMG 498 The source of this isolate was ex M.K. Patel 16	ATCC 11645	ATCC 11645	ATCC	11645	known_collection_prefix	high	yes	ATCC[All Fields] AND 11645[All Fields]	This isolate is also in the collections; ATCC 11645, ICMP 441, LMG 498 The source of this isolate was ex M.K. Patel 16
NCPPB 570	This isolate is also in the collections; ATCC 11645, ICMP 441, LMG 498 The source of this isolate was ex M.K. Patel 16	ICMP 441	ICMP 441	ICMP	441	known_collection_prefix	high	yes	ICMP[All Fields] AND 441[All Fields]	This isolate is also in the collections; ATCC 11645, ICMP 441, LMG 498 The source of this isolate was ex M.K. Patel 16
NCPPB 570	This isolate is also in the collections; ATCC 11645, ICMP 441, LMG 498 The source of this isolate was ex M.K. Patel 16	LMG 498	LMG 498	LMG	498	known_collection_prefix	high	yes	LMG[All Fields] AND 498[All Fields]	This isolate is also in the collections; ATCC 11645, ICMP 441, LMG 498 The source of this isolate was ex M.K. Patel 16
NCPPB 570	This isolate is also in the collections; ATCC 11645, ICMP 441, LMG 498 The source of this isolate was ex M.K. Patel 16	Patel 16	PATEL 16	PATEL	16	person_or_local_reference_code	low	yes	PATEL[All Fields] AND 16[All Fields]	llections; ATCC 11645, ICMP 441, LMG 498 The source of this isolate was ex M.K. Patel 16
NCPPB 571	This isolate is also in the collections; ATCC 11672, ICMP 571, LMG 546 This isolate was isolated by M.K. Patel 4	ATCC 11672	ATCC 11672	ATCC	11672	known_collection_prefix	high	yes	ATCC[All Fields] AND 11672[All Fields]	This isolate is also in the collections; ATCC 11672, ICMP 571, LMG 546 This isolate was isolated by M.K. Patel 4
NCPPB 571	This isolate is also in the collections; ATCC 11672, ICMP 571, LMG 546 This isolate was isolated by M.K. Patel 4	ICMP 571	ICMP 571	ICMP	571	known_collection_prefix	high	yes	ICMP[All Fields] AND 571[All Fields]	This isolate is also in the collections; ATCC 11672, ICMP 571, LMG 546 This isolate was isolated by M.K. Patel 4
NCPPB 571	This isolate is also in the collections; ATCC 11672, ICMP 571, LMG 546 This isolate was isolated by M.K. Patel 4	LMG 546	LMG 546	LMG	546	known_collection_prefix	high	yes	LMG[All Fields] AND 546[All Fields]	This isolate is also in the collections; ATCC 11672, ICMP 571, LMG 546 This isolate was isolated by M.K. Patel 4
NCPPB 571	This isolate is also in the collections; ATCC 11672, ICMP 571, LMG 546 This isolate was isolated by M.K. Patel 4	Patel 4	PATEL 4	PATEL	4	person_or_local_reference_code	low	yes	PATEL[All Fields] AND 4[All Fields]	he collections; ATCC 11672, ICMP 571, LMG 546 This isolate was isolated by M.K. Patel 4
NCPPB 573	This isolate is also in the collections; ATCC 11639, ICMP 444, LMG 558 The source of this isolate was ex M.K. Patel 5	ATCC 11639	ATCC 11639	ATCC	11639	known_collection_prefix	high	yes	ATCC[All Fields] AND 11639[All Fields]	This isolate is also in the collections; ATCC 11639, ICMP 444, LMG 558 The source of this isolate was ex M.K. Patel 5
NCPPB 573	This isolate is also in the collections; ATCC 11639, ICMP 444, LMG 558 The source of this isolate was ex M.K. Patel 5	ICMP 444	ICMP 444	ICMP	444	known_collection_prefix	high	yes	ICMP[All Fields] AND 444[All Fields]	This isolate is also in the collections; ATCC 11639, ICMP 444, LMG 558 The source of this isolate was ex M.K. Patel 5
NCPPB 573	This isolate is also in the collections; ATCC 11639, ICMP 444, LMG 558 The source of this isolate was ex M.K. Patel 5	LMG 558	LMG 558	LMG	558	known_collection_prefix	high	yes	LMG[All Fields] AND 558[All Fields]	This isolate is also in the collections; ATCC 11639, ICMP 444, LMG 558 The source of this isolate was ex M.K. Patel 5
NCPPB 573	This isolate is also in the collections; ATCC 11639, ICMP 444, LMG 558 The source of this isolate was ex M.K. Patel 5	Patel 5	PATEL 5	PATEL	5	person_or_local_reference_code	low	yes	PATEL[All Fields] AND 5[All Fields]	llections; ATCC 11639, ICMP 444, LMG 558 The source of this isolate was ex M.K. Patel 5
NCPPB 575	This isolate is also in the collections; ATCC 11676, ICMP 445, CIP 106789, LMG 684, DSMZ 13067, CCUG 43811 The source of this isolate was ex M.K. Patel 10	ATCC 11676	ATCC 11676	ATCC	11676	known_collection_prefix	high	yes	ATCC[All Fields] AND 11676[All Fields]	This isolate is also in the collections; ATCC 11676, ICMP 445, CIP 106789, LMG 684, DSMZ 13067, CCUG 43811 The source of this isola
NCPPB 575	This isolate is also in the collections; ATCC 11676, ICMP 445, CIP 106789, LMG 684, DSMZ 13067, CCUG 43811 The source of this isolate was ex M.K. Patel 10	ICMP 445	ICMP 445	ICMP	445	known_collection_prefix	high	yes	ICMP[All Fields] AND 445[All Fields]	This isolate is also in the collections; ATCC 11676, ICMP 445, CIP 106789, LMG 684, DSMZ 13067, CCUG 43811 The source of this isolate was ex
NCPPB 575	This isolate is also in the collections; ATCC 11676, ICMP 445, CIP 106789, LMG 684, DSMZ 13067, CCUG 43811 The source of this isolate was ex M.K. Patel 10	CIP 106789	CIP 106789	CIP	106789	known_collection_prefix	high	yes	CIP[All Fields] AND 106789[All Fields]	This isolate is also in the collections; ATCC 11676, ICMP 445, CIP 106789, LMG 684, DSMZ 13067, CCUG 43811 The source of this isolate was ex M.K. Patel 1
NCPPB 575	This isolate is also in the collections; ATCC 11676, ICMP 445, CIP 106789, LMG 684, DSMZ 13067, CCUG 43811 The source of this isolate was ex M.K. Patel 10	LMG 684	LMG 684	LMG	684	known_collection_prefix	high	yes	LMG[All Fields] AND 684[All Fields]	This isolate is also in the collections; ATCC 11676, ICMP 445, CIP 106789, LMG 684, DSMZ 13067, CCUG 43811 The source of this isolate was ex M.K. Patel 10
NCPPB 575	This isolate is also in the collections; ATCC 11676, ICMP 445, CIP 106789, LMG 684, DSMZ 13067, CCUG 43811 The source of this isolate was ex M.K. Patel 10	DSMZ 13067	DSMZ 13067	DSMZ	13067	known_collection_prefix	high	yes	DSMZ[All Fields] AND 13067[All Fields]	isolate is also in the collections; ATCC 11676, ICMP 445, CIP 106789, LMG 684, DSMZ 13067, CCUG 43811 The source of this isolate was ex M.K. Patel 10
NCPPB 575	This isolate is also in the collections; ATCC 11676, ICMP 445, CIP 106789, LMG 684, DSMZ 13067, CCUG 43811 The source of this isolate was ex M.K. Patel 10	CCUG 43811	CCUG 43811	CCUG	43811	known_collection_prefix	high	yes	CCUG[All Fields] AND 43811[All Fields]	also in the collections; ATCC 11676, ICMP 445, CIP 106789, LMG 684, DSMZ 13067, CCUG 43811 The source of this isolate was ex M.K. Patel 10
NCPPB 575	This isolate is also in the collections; ATCC 11676, ICMP 445, CIP 106789, LMG 684, DSMZ 13067, CCUG 43811 The source of this isolate was ex M.K. Patel 10	Patel 10	PATEL 10	PATEL	10	person_or_local_reference_code	low	yes	PATEL[All Fields] AND 10[All Fields]	106789, LMG 684, DSMZ 13067, CCUG 43811 The source of this isolate was ex M.K. Patel 10
NCPPB 577	This isolate is also in the collections; ATCC 11671, ICMP 577, LMG 693 The source of this isolate was ex M.K. Patel 3	ATCC 11671	ATCC 11671	ATCC	11671	known_collection_prefix	high	yes	ATCC[All Fields] AND 11671[All Fields]	This isolate is also in the collections; ATCC 11671, ICMP 577, LMG 693 The source of this isolate was ex M.K. Patel 3
NCPPB 577	This isolate is also in the collections; ATCC 11671, ICMP 577, LMG 693 The source of this isolate was ex M.K. Patel 3	ICMP 577	ICMP 577	ICMP	577	known_collection_prefix	high	yes	ICMP[All Fields] AND 577[All Fields]	This isolate is also in the collections; ATCC 11671, ICMP 577, LMG 693 The source of this isolate was ex M.K. Patel 3
NCPPB 577	This isolate is also in the collections; ATCC 11671, ICMP 577, LMG 693 The source of this isolate was ex M.K. Patel 3	LMG 693	LMG 693	LMG	693	known_collection_prefix	high	yes	LMG[All Fields] AND 693[All Fields]	This isolate is also in the collections; ATCC 11671, ICMP 577, LMG 693 The source of this isolate was ex M.K. Patel 3
NCPPB 577	This isolate is also in the collections; ATCC 11671, ICMP 577, LMG 693 The source of this isolate was ex M.K. Patel 3	Patel 3	PATEL 3	PATEL	3	person_or_local_reference_code	low	yes	PATEL[All Fields] AND 3[All Fields]	llections; ATCC 11671, ICMP 577, LMG 693 The source of this isolate was ex M.K. Patel 3
NCPPB 578	This isolate is also in the collections; ATCC 11679, ICMP 446, LMG 698 The source of this isolate was ex M.K. Patel 17	ATCC 11679	ATCC 11679	ATCC	11679	known_collection_prefix	high	yes	ATCC[All Fields] AND 11679[All Fields]	This isolate is also in the collections; ATCC 11679, ICMP 446, LMG 698 The source of this isolate was ex M.K. Patel 17
