ncppb_number	snapshot_status	ncppb_current_name	expected_genus	scope_status	attention_level	attention_category	final_sequence_use_status	next_action	ncbi_biosample_match_count	ncbi_assembly_count_all_confirmed_links	ncbi_sra_run_count_all_confirmed_links	ncbi_eligible_assembly_count	ncbi_eligible_sra_run_count	ncbi_taxonomy_blocked_resource_count	ncbi_data_status	phylogeny_readiness	manual_review_required	metadata_annotation_status	catalogue_host	catalogue_country	biosample_hosts	biosample_geographic_locations	biosample_collection_years	confirmed_biosample_accessions	linked_assembly_accessions	linked_sra_run_accessions	eligible_assembly_accessions	eligible_sra_run_accessions	audit_table_pointer
NCPPB 465	present_in_both	Xanthomonas campestris pv. olitorii (Sabet 1957) Dye 1978	Xanthomonas	current_xanthomonas	P3	assembly_available_qc_required	automatic_candidate_after_genome_qc	download selected assembly; complete QC, contamination screening, ANI and deduplication	1	1	2	1	2	0	confirmed_sequence_available	assembly_available_qc_required	no	partial_context_metadata	Corchorus olitorius	Sudan	Corchorus olitorius	Sudan	1956	SAMN41997687	GCA_041464235.1	SRR29501485; SRR30017107	GCA_041464235.1	SRR29501485; SRR30017107	
NCPPB 466	present_in_both	Xanthomonas citri pv. punicae (Hingorani & Singh 1959) Constantin et al. 2016 comb. nov.	Xanthomonas	current_xanthomonas	P3	assembly_available_qc_required	automatic_candidate_after_genome_qc	download selected assembly; complete QC, contamination screening, ANI and deduplication	2	1	0	1	0	0	confirmed_sequence_available	assembly_available_qc_required	no	partial_context_metadata	Punica granatum	India	Punica granatum	India	1957	SAMN09425328; SAMEA3138416	GCF_000285775.1		GCF_000285775.1		
NCPPB 473	present_in_both	Xanthomonas citri pv. punicae (Hingorani & Singh 1959) Constantin et al. 2016 comb. nov.	Xanthomonas	current_xanthomonas	P3	no_confirmed_public_sequence	no_genome_input	retain count=0; optional separate marker-gene/literature search	0	0	0	0	0	0	no_confirmed_ncbi_match	no_confirmed_public_sequence	no	missing_context_metadata	Punica granatum	India									
NCPPB 476	present_in_both	Xanthomonas vesicatoria (ex Doidge 1920) Vauterin et al. 1995	Xanthomonas	current_xanthomonas	P3	no_confirmed_public_sequence	no_genome_input	retain count=0; optional separate marker-gene/literature search	0	0	0	0	0	0	no_confirmed_ncbi_match	no_confirmed_public_sequence	no	missing_context_metadata	Capsicum frutescens var. tongum (chilli)	India									
NCPPB 477	present_in_both	Xanthomonas citri pv. trichodesmae (Patel et al.1952) Harrison et al. 2023	Xanthomonas	current_xanthomonas	P3	no_confirmed_public_sequence	no_genome_input	retain count=0; optional separate marker-gene/literature search	0	0	0	0	0	0	no_confirmed_ncbi_match	no_confirmed_public_sequence	no	missing_context_metadata	Trichodesma zeylanicum	India									
NCPPB 478	present_in_both	Xanthomonas axonopodis pv. cassiae (Kulkarni et al. 1951) Vauterin et al. 1995	Xanthomonas	current_xanthomonas	P3	assembly_available_qc_required	automatic_candidate_after_genome_qc	download selected assembly; complete QC, contamination screening, ANI and deduplication	1	1	1	1	1	0	confirmed_sequence_available	assembly_available_qc_required	no	partial_context_metadata	Cassia tora	India	Senna tora	India		SAMN42178451	GCF_053646535.1	SRR29654630	GCF_053646535.1	SRR29654630	
NCPPB 479	present_in_both	Xanthomonas axonopodis pv. melhusii (Patel et al. 1952) Vauterin et al. 1995	Xanthomonas	current_xanthomonas	P3	no_confirmed_public_sequence	no_genome_input	retain count=0; optional separate marker-gene/literature search	0	0	0	0	0	0	no_confirmed_ncbi_match	no_confirmed_public_sequence	no	missing_context_metadata	Tectona grandis	India									
NCPPB 480	present_in_both	Xanthomonas euvesicatoria pv. alfalfae (ex Riker et al. 1935) Constantin et al. 2016 comb. nov.	Xanthomonas	current_xanthomonas	P3	no_confirmed_public_sequence	no_genome_input	retain count=0; optional separate marker-gene/literature search	0	0	0	0	0	0	no_confirmed_ncbi_match	no_confirmed_public_sequence	no	missing_context_metadata	Medicago sativa	India									
NCPPB 481	present_in_both	Xanthomonas axonopodis pv. desmodii (Patel 1949) Vauterin et al. 1995	Xanthomonas	current_xanthomonas	P1	explicit_pathovar_conflict	conditional_release_for_genus_tree_qc_ani_only	check original culture/publication and host; calculate ANI/GTDB; require independent evidence before using any pathovar label	1	0	2	0	0	4	linked_sequence_blocked_pending_taxonomy_review	taxonomy_review_required_before_use	yes	partial_context_metadata	Desmodium diffusum	India	Biophytum sensitivum	India	1967	SAMN42278566		SRR29692761; SRR30016545			01_taxonomy_pathovar_audit_49.tsv
NCPPB 485	present_in_both	Xanthomonas axonopodis pv. betlicola (Patel et al. 1951) Vauterin et al. 1995	Xanthomonas	current_xanthomonas	P2	wgs_reads_require_assembly_and_qc	candidate_after_read_qc_and_assembly	download reads; trim, assemble, then complete genome QC and ANI	1	0	2	0	2	0	confirmed_sequence_available	raw_wgs_reads_require_assembly_and_qc	no	partial_context_metadata	Piper betle	India	Piper betle	India	1953	SAMN42284446		SRR29695153; SRR30036952		SRR29695153; SRR30036952	
NCPPB 488	present_in_both	Xanthomonas axonopodis pv. ricini (Yoshi & Takimoto 1928) Vauterin et al. 1995	Xanthomonas	current_xanthomonas	P3	assembly_available_qc_required	automatic_candidate_after_genome_qc	download selected assembly; complete QC, contamination screening, ANI and deduplication	1	1	2	1	2	0	confirmed_sequence_available	assembly_available_qc_required	no	partial_context_metadata	Ricinus communis	India	Ricinus communis	India		SAMN42178439	GCF_053571405.1	SRR29654670; SRR30041327	GCF_053571405.1	SRR29654670; SRR30041327	
NCPPB 490	present_in_both	Xanthomonas citri pv. mangiferaeindicae (Patel et al. 1948) Constantin et al. 2016 comb. nov.	Xanthomonas	current_xanthomonas	P3	assembly_available_qc_required	automatic_candidate_after_genome_qc	download selected assembly; complete QC, contamination screening, ANI and deduplication	2	2	0	2	0	0	confirmed_sequence_available	assembly_available_qc_required	no	partial_context_metadata	Mangifera indica (Mango)	India	Mango	India	1957	SAMN41471108; SAMEA2272013	GCF_000263335.2; GCF_042638415.1		GCF_042638415.1; GCF_000263335.2		
NCPPB 509	present_in_both	Xanthomonas vesicatoria (ex Doidge 1920) Vauterin et al. 1995	Xanthomonas	current_xanthomonas	P3	assembly_available_qc_required	automatic_candidate_after_genome_qc	download selected assembly; complete QC, contamination screening, ANI and deduplication	1	1	1	1	1	0	confirmed_sequence_available	assembly_available_qc_required	no	complete_host_geography_date_source	Solanum lycopersicum	Zimbabwe	Solanum lycopersicum	Zimbabwe		SAMN03175433	GCF_001469445.1	SRR4717825	GCF_001469445.1	SRR4717825	
NCPPB 510	present_in_both	Xanthomonas albilineans (Ashby 1929) Dowson 1943	Xanthomonas	current_xanthomonas	P3	no_confirmed_public_sequence	no_genome_input	retain count=0; optional separate marker-gene/literature search	0	0	0	0	0	0	no_confirmed_ncbi_match	no_confirmed_public_sequence	no	missing_context_metadata	Saccharum officinarum	Mauritius									
NCPPB 526	present_in_both	Xanthomonas albilineans (Ashby 1929) Dowson 1943	Xanthomonas	current_xanthomonas	P3	no_confirmed_public_sequence	no_genome_input	retain count=0; optional separate marker-gene/literature search	0	0	0	0	0	0	no_confirmed_ncbi_match	no_confirmed_public_sequence	no	missing_context_metadata	Saccharum officinarum	St Lucia									
NCPPB 528	present_in_both	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	Xanthomonas	current_xanthomonas	P3	assembly_available_qc_required	automatic_candidate_after_genome_qc	download selected assembly; complete QC, contamination screening, ANI and deduplication	3	3	2	3	2	0	confirmed_sequence_available	assembly_available_qc_required	no	partial_context_metadata	Brassica oleracea var. gemmifera	UK	Brassica oleracea var. gemmifera; Brassica oleracea	United Kingdom	1957	SAMN22552834; SAMN36368329; SAMN02603845	GCA_035023825.1; GCF_000007145.1; GCF_020813135.1	SRR25205299; SRR29823160	GCF_020813135.1; GCA_035023825.1; GCF_000007145.1	SRR29823160; SRR25205299	
NCPPB 529	present_in_both	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	Xanthomonas	current_xanthomonas	P3	assembly_available_qc_required	automatic_candidate_after_genome_qc	download selected assembly; complete QC, contamination screening, ANI and deduplication	1	1	1	1	1	0	confirmed_sequence_available	assembly_available_qc_required	no	partial_context_metadata	Brassica oleracea var. capitata	UK	Brassica oleracea	United Kingdom	1957	SAMN36346972	GCA_035026845.1	SRR25183329	GCA_035026845.1	SRR25183329	
NCPPB 535	present_in_both	Xanthomonas axonopodis pv. ricini (Yoshi & Takimoto 1928) Vauterin et al. 1995	Xanthomonas	current_xanthomonas	P3	assembly_available_qc_required	automatic_candidate_after_genome_qc	download selected assembly; complete QC, contamination screening, ANI and deduplication	1	1	2	1	2	0	confirmed_sequence_available	assembly_available_qc_required	no	partial_context_metadata	Ricinus communis	Sudan	Ricinus communis	Sudan	1957	SAMN42178440	GCF_041463965.1	SRR29654669; SRR30041326	GCF_041463965.1	SRR29654669; SRR30041326	
NCPPB 536	present_in_both	Xanthomonas axonopodis pv. khayae (Sabet 1959) Vauterin et al. 1995	Xanthomonas	current_xanthomonas	P3	assembly_available_qc_required	automatic_candidate_after_genome_qc	download selected assembly; complete QC, contamination screening, ANI and deduplication	1	1	2	1	2	0	confirmed_sequence_available	assembly_available_qc_required	no	partial_context_metadata	Khaya senegalensis (mahogany)	Sudan	Khaya senegalensis	Sudan		SAMN42284536	GCF_053615305.1	SRR29695060; SRR30037788	GCF_053615305.1	SRR29695060; SRR30037788	
NCPPB 554	present_in_both	Xanthomonas citri pv. glycines (Nakano 1919) Constantin et al. 2016 comb. nov.	Xanthomonas	current_xanthomonas	P3	assembly_available_qc_required	automatic_candidate_after_genome_qc	download selected assembly; complete QC, contamination screening, ANI and deduplication	2	2	2	2	2	0	confirmed_sequence_available	assembly_available_qc_required	no	partial_context_metadata	Glycine max	Sudan	Glycine	Sudan	1956	SAMN02469936; SAMN18397212	GCF_000495275.1; GCF_017723855.1	SRR14026742; SRR14028219	GCF_000495275.1; GCF_017723855.1	SRR14026742; SRR14028219	
NCPPB 555	present_in_both	Xanthomonas citri pv. vignicola (Burkholder 1944) Constantin et al. 2016 comb. nov.	Xanthomonas	current_xanthomonas	P3	no_confirmed_public_sequence	no_genome_input	retain count=0; optional separate marker-gene/literature search	0	0	0	0	0	0	no_confirmed_ncbi_match	no_confirmed_public_sequence	no	missing_context_metadata	Vigna unguiculata	Sudan									
NCPPB 556	present_in_both	Xanthomonas axonopodis Starr & Garcés 1950	Xanthomonas	current_xanthomonas	P1	manual_review_required_non_audit	not_automatically_usable	review the remaining identity/taxonomy reason in manual_review_candidates.tsv; approve or reject before sequence use	2	1	3	1	1	4	confirmed_sequence_available	assembly_available_qc_required	yes	complete_host_geography_date_source	Dolichos lablab	Sudan	Lablab purpureus	Sudan	1957	SAMN56511388; SAMN03203484	GCF_000818835.2	SRR2051461; SRR37629069; SRR37789886	GCF_000818835.2	SRR2051461	
NCPPB 557	present_in_both	Xanthomonas axonopodis (Smith 1897) Vauterin et al.1995	Xanthomonas	current_xanthomonas	P1	manual_review_required_non_audit	not_automatically_usable	review the remaining identity/taxonomy reason in manual_review_candidates.tsv; approve or reject before sequence use	2	1	3	1	1	4	confirmed_sequence_available	assembly_available_qc_required	yes	partial_context_metadata	Dolichos lablab	Sudan	Lablab purpureus; Phaseolus vulgaris	Sudan	1957	SAMN56511389; SAMN03257620	GCF_000808655.2	SRR2051462; SRR37629068; SRR37789885	GCF_000808655.2	SRR2051462	
NCPPB 570	present_in_both	Xanthomonas campestris pv. amaranthicola (Patel et al. 1952) Dye 1978	Xanthomonas	current_xanthomonas	P2	wgs_reads_require_assembly_and_qc	candidate_after_read_qc_and_assembly	download reads; trim, assemble, then complete genome QC and ANI	1	0	1	0	1	0	confirmed_sequence_available	raw_wgs_reads_require_assembly_and_qc	no	partial_context_metadata	Amaranthus viridis	India	Amaranthus viridis	India		SAMN42488058		SRR29823100		SRR29823100	
NCPPB 571	present_in_both	Xanthomonas campestris pv. badrii (Patel et al.1950) Dye 1978	Xanthomonas	current_xanthomonas	P3	assembly_available_qc_required	automatic_candidate_after_genome_qc	download selected assembly; complete QC, contamination screening, ANI and deduplication	1	1	1	1	1	0	confirmed_sequence_available	assembly_available_qc_required	no	partial_context_metadata	Xanthium strumarium	India		NA		SAMN14601050	GCF_012848175.1	SRR11568976	GCF_012848175.1	SRR11568976	
NCPPB 573	present_in_both	Xanthomonas axonopodis pv. cajani (Kulkarni et al. 1950) Vauterin et al. 1995	Xanthomonas	current_xanthomonas	P3	assembly_available_qc_required	automatic_candidate_after_genome_qc	download selected assembly; complete QC, contamination screening, ANI and deduplication	1	1	2	1	2	0	confirmed_sequence_available	assembly_available_qc_required	no	partial_context_metadata	Cajanus cajan	India	Cajanus cajan	India	1950	SAMN42284473	GCF_053614595.1	SRR29694809; SRR30037371	GCF_053614595.1	SRR29694809; SRR30037371	
NCPPB 575	present_in_both	Xanthomonas euvesicatoria pv. clerodendri (Patel et al. 1952) Harrison et al. 2023	Xanthomonas	current_xanthomonas	P3	same_pathovar_historical_or_updated_species_name	conditional_release_for_genus_tree_qc_ani_only	calculate ANI/GTDB against suitable references; use NCPPB name as primary label and retain NCBI name as submitted/historical label	1	1	1	0	0	6	linked_sequence_blocked_pending_taxonomy_review	taxonomy_review_required_before_use	yes	partial_context_metadata	Clerodendron sp	India	Clerodendrum sp.	India		SAMN19988990	GCF_019201225.1	SRR15305412			01_taxonomy_pathovar_audit_49.tsv
NCPPB 577	present_in_both	Xanthomonas axonopodis pv. desmodiigangetici (Patel & Moniz 1948) Vauterin et al. 1995	Xanthomonas	current_xanthomonas	P3	assembly_available_qc_required	automatic_candidate_after_genome_qc	download selected assembly; complete QC, contamination screening, ANI and deduplication	1	1	2	1	2	0	confirmed_sequence_available	assembly_available_qc_required	no	partial_context_metadata	Desmodium gangeticum	India	Pleurolobus gangeticus	India	1943	SAMN42278567	GCF_041464215.1	SRR29692759; SRR30016544	GCF_041464215.1	SRR29692759; SRR30016544	
NCPPB 578	present_in_both	Xanthomonas euvesicatoria pv. erythrinae (Patel et al. 1952) Constantin et al. 2016 comb. nov.	Xanthomonas	current_xanthomonas	P3	no_confirmed_public_sequence	no_genome_input	retain count=0; optional separate marker-gene/literature search	0	0	0	0	0	0	no_confirmed_ncbi_match	no_confirmed_public_sequence	no	missing_context_metadata	Erythrina indica	India									
NCPPB 579	present_in_both	Xanthomonas euvesicatoria pv. lawsoniae (Patel et al. 1951) Harrison et al. 2023	Xanthomonas	current_xanthomonas	P3	same_pathovar_historical_or_updated_species_name	conditional_release_for_genus_tree_qc_ani_only	calculate ANI/GTDB against suitable references; use NCPPB name as primary label and retain NCBI name as submitted/historical label	1	1	1	0	0	6	linked_sequence_blocked_pending_taxonomy_review	taxonomy_review_required_before_use	yes	partial_context_metadata	Lawsonia inermis	India	Lawsonia inermis	India		SAMN19988991	GCF_019201185.1	SRR15305414			01_taxonomy_pathovar_audit_49.tsv
NCPPB 581	present_in_both	Xanthomonas axonopodis pv. poinsettiicola (Patel et al. 1951) Vauterin et al. 1995	Xanthomonas	current_xanthomonas	P3	assembly_available_qc_required	automatic_candidate_after_genome_qc	download selected assembly; complete QC, contamination screening, ANI and deduplication	1	1	2	1	2	0	confirmed_sequence_available	assembly_available_qc_required	no	partial_context_metadata	Euphorbia pulcherrima	India	Euphorbia pulcherrima	India	1950	SAMN42178463	GCF_041486685.1	SRR29654624; SRR30037949	GCF_041486685.1	SRR29654624; SRR30037949	
NCPPB 582	present_in_both	Xanthomonas citri pv. sesbaniae (Patel et al. 1952) Constantin et al. 2016 comb. nov.	Xanthomonas	current_xanthomonas	P3	no_confirmed_public_sequence	no_genome_input	retain count=0; optional separate marker-gene/literature search	0	0	0	0	0	0	no_confirmed_ncbi_match	no_confirmed_public_sequence	no	missing_context_metadata	Sesbania aegyptiaca (Egyptian riverhemp)	Unknown									
NCPPB 584	present_in_both	Xanthomonas axonopodis pv. tamarindi (Patel et al. 1951) Vauterin et al. 1995	Xanthomonas	current_xanthomonas	P3	assembly_available_qc_required	automatic_candidate_after_genome_qc	download selected assembly; complete QC, contamination screening, ANI and deduplication	1	1	1	1	1	0	confirmed_sequence_available	assembly_available_qc_required	no	partial_context_metadata	Tamarindus indica	India	Tamarindus indica	India	1950	SAMN42278574	GCF_041466645.1	SRR29692752	GCF_041466645.1	SRR29692752	
NCPPB 585	present_in_both	Xanthomonas citri pv. trichodesmae (Patel et al.1952) Harrison et al. 2023	Xanthomonas	current_xanthomonas	P3	same_pathovar_historical_or_updated_species_name	conditional_release_for_genus_tree_qc_ani_only	calculate ANI/GTDB against suitable references; use NCPPB name as primary label and retain NCBI name as submitted/historical label	1	1	1	0	0	4	linked_sequence_blocked_pending_taxonomy_review	taxonomy_review_required_before_use	yes	partial_context_metadata	Trichodesma zeylanicum	India	Trichodesma zeylanicum	India		SAMN19988994	GCA_019201525.1	SRR15305424			01_taxonomy_pathovar_audit_49.tsv
NCPPB 586	present_in_both	Xanthomonas euvesicatoria pv. uppalii (Patel 1948) Harrison et al. 2023	Xanthomonas	current_xanthomonas	P3	same_pathovar_historical_or_updated_species_name	conditional_release_for_genus_tree_qc_ani_only	calculate ANI/GTDB against suitable references; use NCPPB name as primary label and retain NCBI name as submitted/historical label	1	1	1	0	0	6	linked_sequence_blocked_pending_taxonomy_review	taxonomy_review_required_before_use	yes	partial_context_metadata	Ipomoea muricata	India	Ipomoea muricata	India		SAMN19988992	GCF_019201115.1	SRR15305427			01_taxonomy_pathovar_audit_49.tsv
